Sr/Si,SHAP value
0.0,-0.00022149313062266277
0.0,-0.0002133251842860791
0.0,-0.0004546604845940937
0.0,-0.00023627636791069385
0.0,-0.0022890158361392712
0.0,-0.00019837081939103155
0.0,-0.0005730934103728507
0.0,-0.00018922572163705063
0.0,-0.0003297211160554025
0.0,-0.00021323653883865016
0.0,-0.00035654055159917625
0.0,-0.0005233946808210114
0.0,-0.00018553365900092736
0.0,-0.0003881851584589548
0.0,-0.0002910012950250749
0.0,-0.0002975678474870028
0.0,-0.00022198414428042097
0.0,-0.0004250045435914195
0.0,-0.0004499309384675818
0.0,-0.0002087263105446361
0.0,-0.0005021364679613774
0.0,-0.00039823650888285144
0.0,-0.0005379112741453579
0.0,-0.0003678325032395245
0.0,-0.0008839705978107047
0.0,-0.00024190512560139134
0.0,-0.00028832554981106416
0.0,-0.0002236653644865199
0.0,-0.0003288493201907537
0.0,-0.0001647831136390458
0.0,-0.0004626108327984737
0.0,-0.00024198440858737804
0.0,-0.0002740363379981572
0.0,-0.0003249416501815077
0.0,-0.00031114272290623616
0.0,-0.0002720403361906399
0.0,-0.00043360830298201826
0.0,-0.00037539907189426723
0.0,-0.000717324184471365
0.0,-0.0002150882687489711
0.0,-0.00026500931909860005
0.0,-0.00024334834136975896
0.0,-0.0005461855123797799
0.0,-0.0003609251124435307
0.0,-0.00031609209134331347
0.0,-0.00036982119120085175
0.0,-0.0004938697057380144
0.0,-0.00024241084797238757
0.0,-0.0003136969470650878
0.0,-0.0002025417431329292
0.0,-0.000819664305231838
0.0,-0.0002763411010710661
0.0,-0.0002902084377908638
0.0,-0.00044756884846012005
0.0,-0.0002869632343633489
0.0,-0.007042068610913975
0.0,-0.0003943464839015746
0.0,-0.0004885718005791874
0.0,-0.00034468023380493357
0.0,-0.0002883194404299536
0.0,-0.0002774056376513967
0.0,-0.00028903860682066705
0.0,-0.001387367801621335
0.0,-0.00026519487449423376
0.0,-0.0014199876259684068
0.0,-0.0003479470199550797
0.0,-0.0010133318723484993
0.0,-0.000375787284446429
0.0,-0.00021327760157481958
0.0,-0.0005180460015417621
0.0,-0.0002635623744947262
0.0,-0.00036353421592873165
0.0,-0.00039716552289544086
0.0,-0.00038228906960076966
0.0,-0.0002910447162226945
0.0,-0.00040488800328718
0.0,-0.0003584246110234685
0.0,-0.0002588014103774225
0.0,-0.0004085806935846854
0.0,-0.0004094788083211341
0.0,-0.000720695641799858
0.0,-0.00023691361192418222
0.0,-0.00031778534480013577
0.0,-0.0002855870324589547
0.0,-0.00029010022306389163
0.0,-0.00023509556636935376
0.0,-0.0002064257038720631
0.0,-0.0013699830350884176
0.0,-0.0003515831274032334
0.0,-0.0005014458799736994
0.0,-0.00043041213906587364
0.0,-0.0002170696551239857
0.0,-0.00030417869044961903
0.0,-0.00024402045050602133
0.0,-0.00022355909171728385
0.0,-0.0002188188255122199
0.0,-0.00028166051230589224
0.0,-0.00015070057446359174
0.0,-0.0004152871901489449
0.0,-0.00039813511665269096
0.0,-0.00028171551805307004
0.0,-0.00042436003096758227
0.0,-0.00018968943286837907
0.0,-0.0005708941943972444
0.0,-0.0008906122584737657
0.0,-0.0003419842328848908
0.0,-0.0006793561643119265
0.0,-0.00021721113130185877
0.0,-0.00023184404755466427
0.0,-0.0002658664975124939
0.0,-0.000546126474957147
0.0,-0.0011935635631649655
0.0,-0.0003617170603017453
0.0,-0.0022080612223109196
0.0,-0.00023093045479403453
0.0,-0.00033910301342427156
0.0,-0.0002811855339379693
0.0,-0.00022331123181705228
0.0,-0.00028237458689078906
0.0,-0.0002329574976155229
0.0,-0.000591234879777925
0.0,-0.00034364786954344076
0.0,-0.0002765761573138187
0.0,-0.0006675314775670621
0.0,-0.00037179551620397617
0.0,-0.0002418306340640922
0.0,-0.002355100761805044
0.0,-0.00041104492626581075
0.0,-0.0002990280247732987
0.0,-0.0004511626505744389
0.0,-0.0002849438843041302
0.0,-0.0002545194378908603
0.0,-0.00025448124603863795
0.0,-0.0002535415100886188
0.0,-0.00019732076320408068
0.0,-0.0007473715025532283
0.0,-0.00026174967594903354
0.0,-0.00048679258383669334
0.0,-0.00026371265172787955
0.0,-0.00042797452484139053
0.0,-0.0009926005641103996
0.0,-0.0001966497878602105
0.0,-0.00018286207596693212
0.0,-0.00024048090042625244
0.0,-0.00012234346535252544
0.0,-0.0003058864199094596
0.0,-0.0009848991768999591
0.0,-0.000205454057745149
0.0,-0.00039827171399450594
0.0,-0.00027616678569145184
0.0,-0.0003567044636673789
0.0,-0.00033964546246004716
0.0,-0.0004384892939538316
0.0,-0.0008253758895148995
0.0,-0.0004443228877031717
0.0,-0.0002520801560512771
0.0,-0.0002549911552369552
0.0,-0.00023858375189725843
0.0,-0.0004146977128405238
0.0,-0.0004707889152400874
0.0,-0.000251947431005856
0.0,-0.0004368958892640601
0.0,-0.00031824474715304383
0.0,-0.00046605743496075386
0.0,-0.000260649402610809
0.0,-0.00030143598464776666
0.0,-0.00035703928824816483
0.0,-0.0004381777329348951
0.0,-0.00033036222517671707
0.0,-0.00035525718342743436
0.0,-0.00044439719749657733
0.0,-0.0005551295586454852
0.0,-0.00019967415171167355
0.0,-0.0005677591336738596
0.0,-0.0004609971459345484
0.0,-0.0003275195386727279
0.0,-0.00024586221545856853
0.0,-0.00029510853203384383
0.0,-0.00034077772776616944
0.0,-0.0007486067857467053
0.0,-0.0003030294068535228
0.0,-0.0004726214937125325
0.0,-0.0005374568693696489
0.0,-0.0005545195010458211
0.0,-0.0007606857438097354
0.0,-0.0009926005641103996
0.0,-0.0005216736201947557
0.0,-0.0020848355140901716
0.0,-0.0026800872070628138
0.0,-0.0005600258181881558
0.0,-0.0007859951079372468
0.0,-0.00029405618062478835
0.0,-0.0005449168667011517
0.0,-0.0003117045625187943
0.0,-0.0005585869883733656
0.0,-0.00019518555923028308
0.0,-0.0005618054815282737
0.0,-0.00032016709951251856
0.0,-0.0004789232368318155
0.0,-0.0003402339629225991
0.0,-0.00025069830404314373
0.0,-0.0004995304247215105
0.0,-0.0004687458551694346
0.0,-0.0015756405735859484
0.0,-0.00014574769919148693
0.0,-0.00024716710110447377
0.0,-0.0003026353832480364
0.0,-0.0005334284927752862
0.0,-0.0015675537975169678
0.0,-0.00019700954839740984
0.0,-0.00019711385500839317
0.0,-0.0005078248114414578
0.0,-0.00031827710185202676
0.0,-0.00048673285574843254
0.0,-0.00023972791445559509
0.0,-0.0003542881985769223
0.0,-0.00031116563455591483
0.0,-0.000608034168527053
0.0,-0.0011498703850123062
0.0,-0.0002633904027564531
0.0,-0.00016266163054214718
0.0,-0.00023331125472962792
0.0,-0.0002990280247732988
0.0,-0.0002837870145824803
0.0,-0.0003697823982295038
0.0,-0.0014810147015735604
0.0,-0.0002517642340942812
0.0,-0.0009671976667804843
0.0,-0.0032291091689424334
0.0,-0.00027394440563867123
0.0,-0.00023280594123739487
0.0,-0.00036237428104066236
0.0,-0.00032331915333968153
0.0,-0.00019963918965236076
0.0,-0.00023918140531831495
0.0,-0.0005144582492661331
0.0,-0.00024236373697982243
0.0,-0.0002500842777561078
0.0,-0.0002712079918431313
0.0,-0.00023761227749113145
0.0,-0.0015310214067333085
0.0,-0.0007342701915466472
0.0,-0.0002427117300860271
0.0,-0.00020778764045673647
0.0,-0.00023620252856397644
0.0,-0.0008395741272071172
0.0,-0.00024206475201533334
0.0,-0.00042951325021529924
0.0,-0.00022997136812149825
0.0,-0.00026486056662771703
0.0,-0.0002264628571865309
0.0,-0.000454500333851171
0.0,-0.0004826197621107069
0.0,-0.0003698363413757645
0.0,-0.0005151328064318758
0.0,-0.001180831593844322
0.0,-0.00021505440212315344
0.0,-0.00034309045568757144
0.0,-0.001341863674177377
0.0,-0.00028144867490354603
0.0,-0.00030701001369153123
0.0,-0.00039130381662419683
0.0,-0.0004591664758826051
0.0,-0.00028680165368035284
0.0,-0.0006098922287772401
0.0,-0.0002475949081634759
0.0,-0.0002886367624334828
0.0,-0.00022690758546723748
0.0,-0.00032113934013671633
0.0,-0.00021756654232990758
0.0,-0.00027806177569633715
0.0,-0.00025538946644006666
0.0,-0.0002769421757833981
0.0,-0.000169097667549909
0.0,-0.0004240883146947901
0.0,-0.00024042610210176936
0.0,-0.0003139059634358387
0.0,-0.0002115201209770186
0.0,-0.0002593618365748235
0.0,-0.001604760881271676
0.0,-0.0005900591989278429
0.0,-0.00022603241960662446
0.0,-0.00041104492626581075
0.0,-0.0003232216933988975
0.0,-0.0002413632506185684
0.0,-0.0003907701411837515
0.0,-0.0004326152577178996
0.0,-0.00034968855610955973
0.0,-0.0003684389345676683
0.0,-0.00042245796412707115
0.0,-0.0016291290664628385
0.0,-0.00029666759706195914
0.0,-0.00034131554197250043
0.0,-0.0004426230221125269
0.0,-0.0002914492460573282
0.0,-0.00026021204811097317
0.0,-0.0003974280626473752
0.0,-0.00041902868687114953
0.0,-0.0003374419498033143
0.0,-0.0006528791997527663
0.0,-0.0001705177632081048
0.0,-0.0005128575778124285
0.0,-0.0010432347330876978
0.0,-0.0002285169191273325
0.0,-0.00021286520587042156
0.0,-0.0003950425462526612
0.0,-0.00042385504397824216
0.0,-0.0017984308157214665
0.0,-0.00021953605550103326
0.0,-0.0003697902924503618
0.0,-0.00037571894238179774
0.0,-0.0002728122910776295
0.0,-0.00047995012892399435
0.0,-0.0004154882442601427
0.0,-0.0002730445387366293
0.0,-0.0005317153882054224
0.0,-0.00023233634602233162
0.0,-0.0038131427292121046
0.0,-0.0005044817312640561
0.0,-0.0002027126933139872
0.0,-0.0002656709784983079
0.0,-0.00019349833021331498
0.0,-0.00039503745874254866
0.0,-0.00022994778382598205
0.0,-0.0003358581247392456
0.0,-0.00025139338983868194
0.0,-0.0002498537670313263
0.0,-0.0003527319338175485
0.0,-0.00029841453434545297
0.0,-0.001442743169441806
0.0,-0.00067495164528031
0.0,-0.00031114128283222094
0.0,-0.0008946319774338965
0.0,-0.0005310807082808911
0.0,-0.0004807604540610241
0.0,-0.00023144244802250923
0.0,-0.000537159102299548
0.0,-0.0002994933030193281
0.0,-0.00047432565736573893
0.0,-0.0002606605306719147
0.0,-0.0006245625449796306
0.0,-0.0002372162113458955
0.0,-0.00026782933512420906
0.0,-0.0002540753267863714
0.0,-0.0008635795276355109
0.0,-0.00025249138116246377
0.0,-0.0002195675070824606
0.0,-0.00044006389432313397
0.0,-0.0005435876659161948
0.0,-0.00020512349814037965
0.0,-0.0005701610508672357
0.0,-0.0004161106399903084
0.0,-0.00038081711504270505
0.0,-0.00032597527180823585
0.0,-0.00024019066126786497
0.0,-0.00025749141718090727
0.0,-0.0003052404764770244
0.0,-0.0006359194183027556
0.0,-0.0009926005641103996
0.0,-0.0002873974881534741
0.0,-0.0002472555488651937
0.0,-0.00037359820003763635
0.0,-0.00032016709951251856
0.0,-0.0003723841819219526
0.0,-0.0010831832466404831
0.0,-0.0002531739509330003
0.0,-0.00027829376991514
0.0,-0.00035450141665084345
0.0,-0.000277851838787889
0.0,-0.0003402246686361146
0.0,-0.00022366046432701971
0.0,-0.0006295006348689125
0.0,-0.0002367991480192127
0.0,-0.0019899889137363624
0.0,-0.000508081347122641
0.0,-0.00034659214848494293
0.0,-0.0021032591072655043
0.0,-0.00028075755242352627
0.0,-0.0002855870324589547
0.0,-0.00020330888127071545
0.0,-0.0002593618365748235
0.0,-0.00024233800418818244
0.0,-0.00038117058830710026
0.0,-0.0002712079918431313
0.0,-0.0011781453123690605
0.0,-0.00021192465942724246
0.0,-0.00021286520587042156
0.0,-0.00021805251122597073
0.0,-0.0003961259694633452
0.0,-0.00028357941767759293
0.0,-0.00034167152713762233
0.0,-0.0004124150293312478
0.0,-0.00038583884279348203
0.0,-0.0003751872631701563
0.0,-0.00028463642214088616
0.0,-0.00020079511796927465
0.0,-0.0003704286196732462
0.0,-0.00021060887292749595
0.0,-0.00022538702761539227
0.0,-0.00019311026995340468
0.0,-0.00023944483257576994
0.0,-0.00043185131643064164
0.0,-0.0010477698593099047
0.0,-0.000510677672072027
0.0,-0.00035357267179565147
0.0,-0.0004875173012925668
0.0,-0.00023641598215532185
0.0,-0.0007497973373250508
0.0,-0.0005534166645400466
0.0,-0.0003226551458468765
0.0,-0.0002841984200587391
0.0,-0.0010391790607163554
0.0,-0.00017600614648329536
0.0,-0.0003721384119461495
0.0,-0.00025563235824456785
0.0,-0.0003918622710829202
0.0,-0.0006336805767453034
0.0,-0.00024999694889776494
0.0,-0.000415289414836983
0.0,-0.0018223662813184444
0.0,-0.0009104974538987755
0.0,-0.00022018738067820215
0.0,-0.00039518166211308103
0.0,-0.0002715863344205081
0.0,-0.000640097595944392
0.0,-0.0007090267060486854
0.0,-0.0002506827179317121
0.0,-0.00029806684439137165
0.0,-0.00031958527281908356
0.0,-0.0004514810065696396
0.0,-0.0006937982752750437
0.0,-0.00016449581687609483
0.0,-0.00041975741796768313
0.0,-0.00018688461130776223
0.0,-0.00017717647218135998
0.0,-0.0001599409633840079
0.0,-0.00032894811481965636
0.0,-0.00022871956299998127
0.0,-0.0019443480491074148
0.0,-0.00048106813008624703
0.0,-0.0007909247812451814
0.0,-0.0007407145410505471
0.0,-0.00025893713846270505
0.0,-0.0002606054367125471
0.0,-0.0005282408493136702
0.0,-0.00046324983720021854
0.0,-0.00018458297816734343
0.0,-0.00023593242273822008
0.0,-0.0003733721492515687
0.0,-0.00023794062475575265
0.0,-0.0007171539080350445
0.0,-0.00038764092387862597
0.0,-0.0004665345608485853
0.0,-0.0002459597387284763
0.0,-0.00021939646865111624
0.0,-0.00024163057697786986
0.0,-0.0004762553227958026
0.0,-0.0002303983536587747
0.0,-0.0003162974225147986
0.0,-0.0012469490165034952
0.0,-0.00038110278230599394
0.0,-0.0004834492278714593
0.0,-0.0004294790256860899
0.0,-0.000615373226962716
0.0,-0.00033768447108681646
0.0,-0.00022859327767749097
0.0,-0.00021805251122597073
0.0,-0.000311889658175636
0.0,-0.00036982119120085175
0.0,-0.0021302039187290817
0.0,-0.00029417790298390977
0.0,-0.0002459131003970992
0.0,-0.0002757011998054241
0.0,-0.00024089718983790072
0.0,-0.00020778764045673647
0.0,-0.0007088346347225425
0.0,-0.00022271084638236755
0.0,-0.0003000370678628985
0.0,-0.0007415975944167545
0.0,-0.0004194336402025524
0.0,-0.00031616566529370064
0.0,-0.00019805429978944183
0.0,-0.00037053710634483294
0.0,-0.0007781125138648111
0.0,-0.0009470268293416297
0.0,-0.00028856403051081853
0.0,-0.0004419666087588979
0.0,-0.00028955184416308615
0.0,-0.0004111458814426451
0.0,-0.00037248543080030465
0.0,-0.00022314559911007444
0.0,-0.00037692535023550153
0.0,-0.0005924045453259625
0.0,-0.00023035598970769027
0.0,-0.0002805221009592209
0.0,-0.0003663838269801154
0.0,-0.0006482326657081874
0.0,-0.000816975122261419
0.0,-0.00024212867868682986
0.0,-0.0005176631560576
0.0,-0.00036678787304280313
0.0,-0.0005319413206931073
0.0,-0.00023270686050128514
0.0,-0.00037582178180555685
0.0,-0.0005374941908480476
0.0,-0.0012269084921693915
0.0,-0.0001981087306469758
0.0,-0.0007664042827573214
0.0,-0.0004353510040522745
0.0,-0.0003052865119616159
0.0,-0.00031068851490006263
0.0,-0.0005526492485364466
0.0,-0.0007967175282187052
0.0,-0.0002066720715922225
0.0,-0.0003516008526036346
0.0,-0.00033718070205096903
0.0,-0.0002498390563174427
0.0,-0.0008935373910191986
0.0,-0.0007290293348997961
0.0,-0.00034675683090116925
0.0,-0.00012091174211564789
0.0,-0.00018485756550114954
0.0,-0.0005326419264209738
0.0,-0.0008332101444056052
0.0,-0.0002813993912012065
0.0,-0.00031908435930575184
0.0,-0.00035817712971033145
0.0,-0.000655091613579971
0.0,-0.0002339654218683018
0.0,-0.0003187424716896823
0.0,-0.00035203861017988675
0.0,-0.00021291151706215506
0.0,-0.001434070990539067
0.0,-0.0003738459287379892
0.0,-0.0017899272017173344
0.0,-0.000323799541755766
0.0,-0.0003391016976164768
0.0,-0.0002703105611721139
0.0,-0.00023994582332174152
0.0,-0.00024096169208037265
0.0,-0.00026356842298359183
0.0,-0.0003911242136518109
0.0,-0.0003512118437713026
0.0,-0.00023970141375061104
0.0,-0.000200279325524938
0.0,-0.0007575984249254623
0.0,-0.00027993957034720126
0.0,-0.0001509002256491109
0.0,-0.0001845130555305488
0.0,-0.000225196955380855
0.0,-0.0002186603290010054
0.0,-0.00021853757485665892
0.0,-0.0007910786249506844
0.0,-0.000730244162366073
0.0,-0.00039638512095747973
0.0,-0.000209827601398398
0.0,-0.00034468023380493357
0.0,-0.0005358065701794531
0.0,-0.0007879639534962276
0.0,-0.0003385644668476865
0.0,-0.00022550223807814998
0.0,-0.0005388660654144146
0.0,-0.0002147918383731165
0.0,-0.0003526929176883181
0.0,-0.0007290293348997961
0.0,-0.0002857293793612422
0.0,-0.0003402339629225991
0.0,-0.0005187437297550743
0.0,-0.000154362949940883
0.0,-0.0004094600964932958
0.0,-0.0002188610343086463
0.0,-0.0003944528208866912
0.0,-0.0005257797823917829
0.0,-0.0011935112182982568
0.0,-0.00046155581226491434
0.0,-0.00023258743203438258
0.0,-0.00020930746782088158
0.0,-0.00038635066099849963
0.0,-0.0006845481773039245
0.0,-0.00039362960270458594
0.0,-0.00016219913486089426
0.0,-0.000568534776044924
0.0,-0.0002763840500463692
0.0,-0.00033173102391600057
0.0,-0.0004189974704432066
0.0,-0.0016424457815211078
0.0,-0.00024147107791656328
0.0,-0.00045828752244796655
0.0,-0.0003402339629225991
0.0,-0.0002068379157603878
0.0,-0.000611893332212769
0.0,-0.00046605743496075386
0.0,-0.00038446142934241937
0.0,-0.00022039366969549124
0.0,-0.0003598401874408117
0.0,-0.00031342376649566366
0.0,-0.00013970774770143802
0.0,-0.0003529328203198913
0.0,-0.00025069830404314373
0.0,-0.00040382474189559016
0.0,-0.0014555506975752555
0.0,-0.00035926344059775817
0.0,-0.0003949449502977122
0.0,-0.0003810990660860341
0.0,-0.00032024873099725657
0.0,-0.0002518299910656464
0.0,-0.00035044157388220885
0.0,-0.0005485594413602333
0.0,-0.00027760702714199636
0.0,-0.0002145181143235255
0.0,-0.00021809561599755347
0.0,-0.00023951292702370362
0.0,-0.0002441865598167875
0.0,-0.0004903084403718917
0.0,-0.0003152313426491953
0.0,-0.00020950686533943683
0.0,-0.0006521563729658551
0.0,-0.00032437201828021194
0.0,-0.0004872428092535279
0.0,-0.00036982119120085175
0.0,-0.00035249603044595613
0.0,-0.0002110186837546516
0.0,-0.0002430063116397461
0.0,-0.0002058507223688297
0.0,-0.00024316137774050227
0.0,-0.00033085305571036366
0.0,-0.0014377006408904693
0.0,-0.00016490333429290606
0.0,-0.0012229426211972183
0.0,-0.0003046648670841782
0.0,-0.0011561857570631076
0.0,-0.0003776396664657394
0.0,-0.0002824800551376592
0.0,-0.000516376453602673
0.0,-0.0002422968873054271
0.0,-0.00042088575599810664
0.0,-0.00042209990885365444
0.0,-0.0004098454068387368
0.0,-0.0002715863344205081
0.0,-0.0005798958982270669
0.0,-0.00024452483220743754
0.0,-0.0001736379661433151
0.0,-0.0003693859760182475
0.0,-0.0007483963642340843
0.0,-0.0002721993771452129
0.0,-0.0013765988587070364
0.0,-0.00043265416806853704
0.0,-0.0005169907215596071
0.0,-0.00041104492626581075
0.0,-0.0020996111741099738
0.0,-0.00028891602393292217
0.0,-0.00019688196847794014
0.0,-0.00046673483410564486
0.0,-0.00022987090947042954
0.0,-0.0006177964471100301
0.0,-0.00045736642865301056
0.0,-0.0006080496119129554
0.0,-0.0007690704973244617
0.0,-0.00022391654399370913
0.0,-0.00014485267343379685
0.0,-0.001324954067389231
0.0,-0.000800467643218984
0.0,-0.00022074830464890942
0.0,-0.00025563069589347974
0.0,-0.0004523349129804531
0.0,-0.00028636309655814
0.0,-0.00020312133354134757
0.0,-0.0003171754647809867
0.0,-0.0015070080862210511
0.0,-0.00039471402133984087
0.0,-0.0004376815352452955
0.0,-0.000696064620941822
0.0,-0.00020755534985883114
0.0,-0.00042763380946696125
0.0,-0.0007955278344181245
0.0,-0.00023960145277915497
0.0,-0.0002449933542703319
0.0,-0.000314671294587155
0.0,-0.0005094862659950928
0.0,-0.0002329574976155229
0.0,-0.0003281675413375363
0.0,-0.0001972662133713021
0.0,-0.0003136747350662548
0.0,-0.0002398374010068533
0.0,-0.00030642375506999156
0.0,-0.00044554972562154955
0.0,-0.000427039365497409
0.0,-0.00030503637560361186
0.0,-0.0005416190971448122
0.0,-0.0006798799965220383
0.0,-0.00022323332110200917
0.0,-0.00019336687347375404
0.0,-0.0002619779856473578
0.0,-0.0016111949491389107
0.0,-0.00023573966099813782
0.0,-0.0022890158361392712
0.0,-0.00022150134866886467
0.0,-0.00024212398015004933
0.0,-0.00032631445447451625
0.0,-0.00023372208039831364
0.0,-0.00015674663091188305
0.0,-0.0012295841248293423
0.0,-0.0003997486870414923
0.0,-0.0011849603636654822
0.0,-0.0001759048234671957
0.0,-0.00024091528133030396
0.0,-0.0007714217298603784
0.0,-0.0003858139227176462
0.0,-0.00023366586209370944
0.0,-0.00041763569444732194
0.0,-0.00037590180267091454
0.0,-0.00015505216712708326
0.0,-0.0006609630156827264
0.0,-0.0009458813336578379
0.0,-0.00022125797243071837
0.0,-0.00018852197008224937
0.0,-0.00016138833905409168
0.0,-0.0005531205020622333
0.0,-0.00025113275642002524
0.0,-0.00023178262691928264
0.0,-0.00024766722010151636
0.0,-0.00029461890199820976
0.0,-0.001557498883930617
0.0,-0.0015316207634126203
0.0,-0.00021319880830871169
0.0,-0.0003810990660860341
0.0,-0.00020186398091248884
0.0,-0.0010087906360938981
0.0,-0.0004003695680129367
0.0,-0.00026216512116482505
0.0,-0.00023808924782638997
0.0,-0.00022695003141752612
0.0,-0.00020803882765980006
0.0,-0.00032222711877511194
0.0,-0.0005682924336954959
0.0,-0.00046870365491104255
0.0,-0.00031259961353675893
0.0,-0.0005329896045454961
0.0,-0.00019506244353659688
0.0,-0.0002910447162226945
0.0,-0.005244392139810922
0.0,-0.00012234346535252544
0.0,-0.0007191394371629122
0.0,-0.00021869804314601966
0.0,-0.00026390967626408645
0.0,-0.00018948399285382474
0.0,-0.0003703102062996773
0.0,-0.0008451488418958809
0.0,-0.000718468274758025
0.0,-0.00026216258091525755
0.0,-0.00026518662572547175
0.0,-0.0002030635599369256
0.0,-0.00022866642933558554
0.0,-0.0002645582739474238
0.0,-0.0002460095896872933
0.0,-0.0012662174352243785
0.0,-0.0005931272652602401
0.0,-0.001090923660483147
0.0,-0.0002677988067220632
0.0,-0.0005470612463511367
0.0,-0.0012269084921693915
0.0,-0.00019915127995678289
0.0,-0.0002578147724249452
0.0,-0.0002855870324589547
0.0,-0.0005767934267743775
0.0,-0.0024819505472217346
0.0,-0.0003379096145948351
0.0,-0.00023390133542478418
0.0,-0.0005703672492519911
0.0,-0.0002514986268794433
0.0,-0.00020266162003272837
0.0,-0.00015874353464674109
0.0,-0.00031622690937756193
0.0,-0.00029228775128803424
0.0,-0.0003686764513752745
0.0,-0.00023437622736925592
0.0,-0.00024034824084548945
0.0,-0.00023340402316215106
0.0,-0.0004790580787010088
0.0,-0.00021789223577713297
0.0,-0.00046552131665058687
0.0,-0.0003027316920983093
0.0,-0.0004663011933655295
0.0,-0.00017486268795372398
0.0,-0.0002853286124673352
0.0,-0.00039843821628298386
0.0,-0.00022105127509037322
0.0,-0.00023494273132753312
0.0,-0.0026978664343076586
0.0,-0.0005710521057913449
0.0,-0.00022599557444435812
0.0,-0.0002978103484023113
0.0,-0.0002581490903974483
0.0,-0.0008878694655673374
0.0,-0.00028660509393844285
0.0,-0.0002712079918431313
0.0,-0.00033045301987731066
0.0,-0.00017997465112506376
0.0,-0.0007425928885541032
0.0,-0.0004920143521508033
0.0,-0.0002316522361837238
0.0,-0.00024094223208064337
0.0,-0.00046673483410564486
0.0,-0.00035154236767209355
0.0,-0.00024874880976421057
0.0,-0.0005968980655937705
0.0,-0.0003219392749730319
0.0,-0.000454455588669268
0.0,-0.0003959822646079146
0.0,-0.00035253357539981984
0.0,-0.0004373260282555089
0.0,-0.00031825540020524853
0.0,-0.00036125704597700354
0.0,-0.0001853428604172017
0.0,-0.00023595084547955157
0.0,-0.000397187432705389
0.0,-0.00048648964050210545
0.0,-0.0005814212007847626
0.0,-0.00039597151818908556
0.0,-0.0004762553227958026
0.0,-0.0004966429940153554
0.0,-0.0005075540370125465
0.0,-0.00043160535593906327
0.0,-0.0004225970256832269
0.0,-0.0004483185780925523
0.0,-0.00022361606032472885
0.0,-0.0004762553227958026
0.0,-0.0008384856972277074
0.0,-0.00037473043767847407
0.0,-0.00027453679241844133
0.0,-0.00018521800470700376
0.0,-0.0006193718091147756
0.0,-0.00026598560150454755
0.0,-0.0003339672229362179
0.0,-0.000265200650475964
0.0,-0.00023944483257576994
0.0,-0.0003225766144033215
0.0,-0.00026222244811204497
0.0,-0.0002990280247732987
0.0,-0.0003045154382839038
0.0,-0.00037953549658314235
0.0,-0.0004465152350326276
0.0,-0.00015951834719827568
0.0,-0.00014485267343379685
0.0,-0.003773457254267125
0.0,-0.00038773989277419415
0.0,-0.0002856295496784135
0.0,-0.00024435269014404026
0.0,-0.0006245191974725508
0.0,-0.0004775754098604929
0.0,-0.00019923172651355425
0.0,-0.0009839035954736105
0.0,-0.0001771259368276909
0.0,-0.0004595070511945713
0.0,-0.00023063190874549297
0.0,-0.00032949153871050465
0.0,-0.00020578908443370867
